Stroma; POLYGON; 128, 128, 128; 343,764;345,764;346,764;348,764;349,764;353,766;
Stroma; POLYGON; 128, 128, 128; 341,591;342,591;343,591;343,590;344,590;345,590;346,590;347,590;347,589;351,588;351,587;352,587;353,587;354,586;355,586;355,585;356,585;357,585;358,585;359,585;360,585;361,585;362,585;363,585;365,585;366,585;367,585;368,585;369,585;370,585;371,585;371,583;371,582;371,581;371,580;371,579;372,579;372,578;372,577;372,576;373,576;373,575;373,574;374,574;374,573;375,573;375,572;376,572;376,571;377,571;378,571;379,571;380,571;381,571;382,571;383,571;384,571;385,571;386,571;387,571;388,571;389,570;390,570;391,570;392,570;392,569;393,569;394,569;395,569;396,569;396,568;397,568;398,565;398,564;398,563;399,562;399,561;399,560;399,559;398,559;398,558;397,558;397,557;396,557;395,557;394,557;392,556;389,555;388,555;387,555;386,555;385,555;383,555;382,555;381,555;380,555;379,556;378,556;377,556;375,557;373,557;372,557;372,558;371,558;370,558;369,559;368,559;367,559;366,559;365,559;365,560;363,560;362,561;361,561;360,561;359,561;359,562;358,562;357,562;357,563;355,564;355,565;354,565;353,565;353,566;352,567;351,567;351,568;350,568;349,569;347,569;346,569;345,569;344,569;343,568;342,568;341,567;340,567;339,567;338,566;338,565;337,565;336,565;335,564;335,563;334,563;333,563;332,563;331,563;330,562;329,562;327,562;326,563;324,563;320,565;318,565;317,566;317,567;316,567;316,569;317,569;317,570;317,571;317,572;317,573;318,574;319,575;320,575;323,577;327,578;328,578;329,578;331,579;333,579;335,579;337,579;339,579;340,579;341,580;341,581;341,582;341,583;341,585;341,588;341,590;
Stroma; POLYGON; 128, 128, 128; 333,536;333,537;333,539;332,539;332,541;332,542;332,543;333,543;334,543;334,544;334,545;334,546;333,546;333,547;333,548;333,549;332,550;332,551;332,552;332,553;331,554;331,555;330,556;329,556;329,557;328,557;327,557;326,557;325,557;324,557;324,556;323,556;321,555;317,553;315,553;313,552;312,552;311,552;310,552;309,553;307,553;303,553;301,553;300,552;299,551;297,550;293,548;293,547;293,546;294,545;296,543;299,541;302,539;307,537;311,535;315,532;323,529;329,529;333,528;334,528;339,529;341,531;
Stroma; POLYGON; 128, 128, 128; 267,594;266,595;265,595;265,596;265,597;264,598;264,599;264,600;263,601;263,602;263,603;263,604;263,605;261,608;261,609;261,611;261,612;261,613;261,614;261,615;261,616;261,617;262,617;263,618;263,619;264,619;265,619;266,619;267,619;268,619;270,618;273,617;277,614;278,613;280,611;281,609;282,608;282,607;283,607;284,607;285,607;290,607;291,607;292,608;293,608;294,608;295,608;295,609;296,609;297,609;299,610;300,611;301,611;302,611;303,613;304,613;304,614;305,615;306,616;307,617;308,617;308,618;309,619;310,619;311,620;311,621;312,625;313,626;313,627;313,628;313,629;313,631;313,633;313,635;313,636;313,638;313,639;312,640;311,641;307,641;306,641;303,642;299,643;297,643;293,643;292,643;289,643;282,643;279,643;276,643;274,643;269,643;264,642;262,641;261,640;259,639;258,639;257,638;255,638;253,638;252,638;251,638;248,637;245,636;241,635;239,635;235,635;233,635;231,634;228,633;227,633;226,631;225,629;225,627;231,616;233,614;235,611;237,609;244,597;250,590;252,589;253,588;255,587;256,587;257,587;259,587;261,587;263,587;
Stroma; POLYGON; 128, 128, 128; 518,594;519,593;521,592;522,591;523,591;524,591;525,591;527,589;528,589;528,588;529,587;530,586;531,585;532,585;533,585;537,582;537,581;537,580;537,579;537,578;537,577;536,575;534,575;533,574;532,574;531,573;530,573;523,573;521,573;520,573;519,573;518,573;517,573;516,573;515,573;514,573;512,574;511,574;508,575;506,575;505,575;503,575;501,575;498,575;494,575;491,575;489,575;485,577;483,577;481,578;479,578;478,579;477,579;475,581;472,582;471,583;471,584;471,585;471,586;472,587;475,589;477,590;481,591;483,591;487,592;490,593;494,593;498,594;502,594;508,595;513,595;
Stroma; POLYGON; 128, 128, 128; 499,595;503,593;509,592;513,591;515,591;517,589;525,584;527,583;529,581;533,575;533,574;533,573;532,572;531,572;531,571;529,571;528,571;523,571;521,571;518,571;515,572;513,573;504,575;494,578;490,579;483,583;479,584;475,586;473,587;470,588;468,589;467,590;467,591;466,591;468,593;
Stroma; POLYGON; 128, 128, 128; 823,353;825,353;825,352;825,351;825,350;825,349;825,348;825,347;825,346;825,345;825,344;825,343;824,341;823,340;823,339;821,337;821,335;821,334;820,334;820,333;819,333;819,332;818,331;817,330;817,329;816,328;816,327;815,326;815,325;815,324;814,324;814,323;813,323;813,322;812,321;811,321;810,320;809,320;809,319;808,319;804,315;803,315;802,315;801,314;800,313;799,313;798,312;797,311;796,311;795,310;794,309;793,309;793,308;793,307;792,307;789,303;788,302;787,301;787,300;785,299;784,298;783,297;782,297;782,296;781,296;781,295;780,294;779,293;779,292;779,291;780,291;781,291;782,291;783,290;785,290;787,289;789,289;791,288;797,287;800,287;802,287;803,287;806,286;807,286;808,286;812,286;816,286;818,287;819,287;821,287;822,287;822,288;823,288;824,288;825,289;826,289;827,289;828,289;829,290;831,291;832,291;833,291;834,291;835,292;838,293;839,293;840,293;841,293;843,294;843,295;845,295;846,295;847,295;848,296;849,296;850,296;851,297;852,297;853,298;855,299;857,300;857,301;857,302;858,303;859,303;859,304;859,305;860,305;860,306;860,307;861,307;861,308;861,309;861,310;861,311;861,312;862,313;862,314;862,315;862,316;862,317;862,318;862,319;863,319;863,320;863,321;862,322;862,323;861,323;861,324;861,325;860,325;860,326;859,327;858,328;857,329;852,331;851,332;850,332;849,332;849,333;848,333;847,333;846,333;845,333;844,333;843,333;842,333;841,334;839,335;838,335;837,335;837,336;836,337;835,337;835,338;835,339;835,340;835,341;836,342;837,343;838,344;839,345;841,346;842,347;844,347;845,348;848,349;850,349;852,349;854,349;855,350;857,350;860,351;861,351;862,351;864,352;865,352;866,352;867,352;869,353;870,353;871,353;873,354;873,355;874,355;875,356;875,357;877,357;877,358;879,359;879,360;879,361;880,362;880,363;880,364;879,365;879,366;878,367;877,367;877,368;876,369;875,369;874,369;873,370;873,371;872,371;871,371;870,371;867,371;863,371;861,371;859,371;856,371;853,371;851,370;847,369;845,369;843,368;841,368;840,367;838,367;837,367;836,367;835,368;835,369;836,369;
Stroma; POLYGON; 128, 128, 128; 932,363;931,363;930,362;929,360;927,359;922,357;910,353;907,352;903,351;900,350;897,349;893,349;885,349;879,349;877,350;876,350;869,354;865,355;862,357;861,358;860,360;860,361;861,362;861,363;863,364;863,365;865,365;871,368;873,369;876,370;877,371;887,373;904,373;909,374;915,374;919,374;923,375;927,375;931,375;933,375;934,375;937,374;940,374;941,374;942,374;943,373;944,373;
Stroma; POLYGON; 128, 128, 128; 859,301;876,301;879,301;884,302;885,303;886,303;887,303;888,303;888,302;888,301;889,300;889,299;889,298;891,292;890,291;889,290;887,289;885,288;884,287;883,287;882,286;881,285;880,284;879,284;879,283;878,283;865,278;862,278;861,278;860,278;857,279;855,279;854,279;853,279;850,279;849,279;847,279;845,280;844,280;841,281;837,282;833,285;831,285;828,287;827,287;825,288;827,299;
Stroma; POLYGON; 128, 128, 128; 686,170;691,171;693,171;695,172;699,172;701,172;703,172;709,172;711,172;715,172;716,172;717,172;719,172;729,171;730,170;731,170;734,169;735,168;737,168;738,166;739,166;739,165;740,164;740,163;740,162;739,154;739,153;738,153;737,152;735,151;735,150;734,150;731,149;731,148;730,148;728,148;727,147;725,146;713,143;711,142;710,142;708,141;705,140;704,139;703,139;701,138;698,136;697,136;696,136;693,134;691,134;685,132;683,132;681,131;679,130;678,130;676,129;673,128;671,127;669,126;666,126;664,126;662,126;661,125;660,125;657,124;654,123;653,122;652,122;649,120;642,117;639,116;637,115;635,114;633,113;631,112;628,111;615,107;611,106;607,106;605,106;602,106;597,107;593,108;591,109;589,110;585,112;583,112;582,114;580,115;579,116;578,118;577,120;576,127;576,130;577,131;577,132;579,135;581,136;582,138;583,139;597,148;601,150;606,152;613,154;619,154;632,156;636,157;
Stroma; POLYGON; 128, 128, 128; 741,210;741,211;742,211;744,213;745,214;746,214;748,216;751,218;754,220;757,221;759,222;761,224;763,225;765,226;766,226;769,227;777,227;779,227;780,226;781,226;782,225;782,224;783,223;784,222;785,220;786,219;786,218;787,216;789,211;790,210;791,209;791,207;792,206;792,204;793,204;793,201;793,198;792,196;792,195;791,194;791,193;790,192;789,192;788,190;786,188;785,187;783,186;781,184;780,182;779,182;777,179;776,178;775,176;771,171;769,168;767,166;765,165;761,161;746,152;741,150;739,150;737,150;733,149;729,149;726,149;723,149;718,149;713,150;711,151;708,152;703,154;701,156;697,161;695,167;
Stroma; POLYGON; 128, 128, 128; 747,216;747,217;749,218;750,220;751,221;753,222;754,224;755,225;755,226;755,227;757,228;761,231;763,232;764,233;765,234;766,235;766,236;767,236;767,237;769,238;770,238;771,239;772,239;773,239;775,240;777,240;779,241;780,242;781,242;783,242;784,242;789,243;791,243;792,243;794,243;795,243;796,243;797,242;798,242;799,242;800,242;801,241;802,240;804,240;805,240;808,238;809,237;810,236;811,236;811,234;813,231;814,224;815,222;815,221;815,220;815,218;816,217;816,216;816,214;816,212;815,211;815,210;814,208;813,206;812,206;811,204;810,202;809,200;807,200;807,198;804,196;801,195;798,194;795,192;793,192;783,190;775,190;771,190;769,192;767,192;765,193;761,195;760,196;758,197;756,198;
Stroma; POLYGON; 128, 128, 128; 599,244;597,245;595,246;595,247;595,248;594,248;593,248;593,249;590,249;589,250;588,250;587,250;586,250;585,250;585,251;584,251;583,251;583,252;582,252;581,252;579,252;578,253;574,256;573,257;573,258;571,259;571,260;570,260;565,264;562,265;559,266;557,268;555,269;555,270;551,273;549,274;547,275;545,276;543,276;538,276;535,276;532,276;529,276;527,275;523,272;523,269;523,264;525,263;525,261;529,257;541,246;548,240;555,238;559,236;565,233;572,230;579,228;586,227;592,226;597,225;601,225;607,224;609,224;611,226;613,227;614,228;
Stroma; POLYGON; 128, 128, 128; 605,264;605,263;604,263;603,263;603,262;602,262;601,261;600,260;593,259;591,259;591,258;590,258;589,256;588,256;587,254;586,254;585,252;583,251;581,248;581,247;580,246;580,245;579,244;579,243;579,242;579,241;579,240;579,239;580,239;581,238;583,238;584,238;586,237;587,237;589,237;591,236;593,236;596,236;599,236;601,236;602,236;609,238;617,244;621,248;625,251;627,252;629,254;631,257;631,260;
Stroma; POLYGON; 128, 128, 128; 395,379;395,378;395,377;395,376;395,375;395,374;396,373;397,372;397,371;397,370;397,369;397,368;397,367;398,366;399,364;399,363;399,362;400,362;403,361;404,360;405,359;409,357;410,356;412,355;415,354;416,352;417,352;418,352;419,351;421,350;422,350;425,349;432,349;435,349;438,349;439,349;441,350;441,351;441,352;441,355;438,363;437,364;435,367;433,370;431,374;428,378;421,384;417,388;411,392;
Stroma; POLYGON; 128, 128, 128; 385,395;384,395;383,394;382,394;377,392;373,392;371,392;370,392;369,392;367,391;366,391;365,390;364,390;363,390;362,389;360,388;351,385;349,384;348,384;347,384;346,384;345,384;344,385;343,385;341,386;341,387;340,388;339,389;332,398;329,404;328,406;328,408;329,410;330,411;331,412;334,414;335,414;337,415;341,416;343,416;346,416;356,416;378,407;387,404;
Stroma; POLYGON; 128, 128, 128; 334,425;333,425;332,425;331,425;330,425;330,424;330,423;330,422;329,422;329,420;328,420;327,419;326,418;325,418;324,418;323,417;322,417;322,416;321,416;320,416;319,415;319,414;318,414;317,414;316,413;315,413;315,412;313,412;312,412;311,412;309,412;308,412;307,412;306,412;304,414;303,414;301,415;299,416;298,417;295,419;294,419;294,420;290,422;287,422;285,422;285,421;284,421;284,420;284,418;284,416;284,415;285,414;287,412;290,409;292,408;293,407;296,406;299,404;301,403;303,402;307,400;309,398;312,398;315,397;317,397;318,397;322,396;327,396;331,396;332,396;341,400;343,400;344,401;345,402;346,403;347,404;347,405;348,406;349,406;349,408;350,409;352,411;352,412;353,413;353,416;
Stroma; POLYGON; 128, 128, 128; 263,422;263,420;264,418;265,417;266,416;267,416;268,415;269,414;271,413;273,412;275,411;279,409;279,408;281,406;282,406;283,404;284,404;286,401;286,400;287,399;287,398;290,397;291,396;292,395;293,395;294,394;295,393;296,393;297,392;298,392;299,392;300,391;301,391;303,390;303,389;305,388;307,388;308,388;309,387;309,386;310,386;311,386;312,385;313,385;313,384;314,384;314,383;315,383;315,382;316,381;317,381;317,380;318,380;319,379;319,378;320,378;321,378;322,377;323,376;325,376;326,374;327,374;327,373;328,373;328,372;329,372;330,370;331,370;331,369;332,368;335,364;335,363;335,362;335,361;335,360;335,358;335,357;333,352;332,350;331,349;331,348;327,345;324,344;322,343;321,343;319,342;317,342;314,342;312,342;305,343;299,345;295,346;294,346;288,349;279,356;277,359;274,362;273,364;271,366;269,370;265,375;262,380;260,382;259,384;256,389;251,398;249,402;247,406;246,410;246,412;245,413;245,420;244,422;244,423;244,424;245,425;245,426;246,426;247,427;249,427;250,428;253,428;257,428;
Stroma; POLYGON; 128, 128, 128; 281,416;278,412;277,412;276,411;273,409;272,408;271,407;269,406;268,406;267,406;266,406;265,408;263,408;262,410;260,411;259,412;258,413;257,414;257,415;257,416;256,418;256,420;256,422;256,423;256,424;257,426;257,427;257,428;258,428;259,428;259,429;260,429;261,429;261,430;262,430;263,431;264,432;265,432;266,432;268,432;269,432;270,432;272,432;276,431;278,430;280,430;281,430;283,429;284,428;285,428;287,428;292,428;
Stroma; POLYGON; 128, 128, 128; 335,256;334,255;333,255;333,254;332,254;331,254;331,253;330,253;329,252;328,252;328,251;327,251;327,250;325,245;325,244;324,243;323,242;322,241;321,240;319,238;318,234;318,232;317,230;317,229;315,220;315,217;315,214;316,211;317,209;317,208;319,204;321,201;323,200;329,194;332,192;335,190;341,188;345,186;356,182;359,182;367,180;373,178;376,178;378,178;380,178;387,180;391,184;392,186;393,190;395,194;397,199;398,205;399,210;399,213;399,216;399,218;398,222;397,224;393,232;389,238;387,241;382,249;379,254;377,257;377,260;376,262;
Stroma; POLYGON; 128, 128, 128; 328,266;327,265;327,264;326,264;325,263;324,262;323,262;321,260;319,260;318,259;317,259;317,258;316,258;316,256;316,254;316,253;316,250;315,245;315,244;315,243;314,241;313,239;313,237;311,234;311,232;310,229;310,228;310,226;311,224;315,221;317,220;320,218;324,216;331,215;333,215;335,215;344,218;351,223;354,226;357,230;359,236;361,241;361,247;362,250;362,252;362,256;362,261;362,266;
Stroma; POLYGON; 128, 128, 128; 760,229;759,230;759,231;757,232;756,234;755,234;753,234;753,235;752,235;751,235;750,235;747,236;740,238;739,238;738,238;737,238;737,239;736,239;735,239;734,239;733,239;732,239;731,239;730,240;729,240;727,240;726,240;725,240;725,239;724,239;724,238;723,238;722,237;721,236;721,235;720,234;719,233;719,232;718,232;717,231;717,230;716,230;713,227;713,226;712,226;711,226;710,226;709,225;708,225;707,225;707,224;706,224;703,224;701,225;699,226;698,226;696,227;694,228;693,228;692,228;690,228;687,228;685,228;683,228;682,228;681,228;680,227;679,227;679,226;678,226;677,225;676,224;675,224;675,223;675,222;674,222;673,221;673,220;672,220;672,219;671,218;671,217;671,216;671,215;671,212;672,211;673,210;674,210;676,209;677,208;679,208;682,207;687,206;691,204;694,203;701,201;704,200;707,199;713,198;716,197;718,196;729,195;737,195;741,195;743,196;746,196;749,197;755,199;762,204;765,207;767,208;768,209;771,211;772,212;777,222;
Stroma; POLYGON; 128, 128, 128; 738,267;738,265;739,265;739,264;740,264;741,264;743,264;744,264;745,264;746,264;749,263;750,263;751,262;753,262;754,262;755,262;755,261;757,260;759,260;760,258;761,258;761,256;763,254;764,252;764,250;765,249;765,248;766,247;766,246;767,246;768,245;769,244;770,243;771,243;771,242;772,241;775,239;776,236;777,234;778,233;779,232;780,231;781,231;785,230;787,230;788,230;789,230;789,229;790,229;791,229;792,229;793,229;794,230;795,230;796,230;799,231;799,232;800,232;800,233;801,233;801,234;802,235;802,236;803,236;804,240;805,242;805,243;806,243;806,244;807,244;807,245;808,245;808,246;809,246;809,247;809,248;809,249;809,251;809,252;809,253;809,254;808,254;808,255;807,256;806,257;805,257;805,258;804,258;804,259;803,259;803,260;802,261;802,262;801,262;801,263;801,264;801,265;801,266;801,267;801,268;801,269;801,271;802,272;802,273;802,274;799,278;798,278;797,278;796,278;793,279;791,279;790,280;787,280;785,280;783,281;780,281;777,282;775,282;771,282;769,282;768,282;767,282;765,282;759,282;753,282;752,282;751,282;750,282;750,283;750,284;751,284;
Stroma; POLYGON; 128, 128, 128; 869,361;862,361;859,360;857,360;851,359;848,358;845,358;841,357;837,356;835,356;833,354;831,354;828,351;827,350;826,348;824,344;823,337;823,335;823,332;823,330;823,329;823,328;824,327;825,327;825,326;827,325;829,324;832,322;833,320;834,319;835,318;836,316;838,315;839,315;840,315;841,315;842,315;843,315;846,315;849,316;850,317;851,318;852,318;853,318;854,319;855,319;857,320;858,320;861,320;863,320;864,320;865,320;866,320;867,320;869,320;870,320;871,319;873,319;874,318;875,318;877,318;881,318;883,318;885,317;885,316;889,314;894,308;895,308;895,307;897,306;898,305;899,304;901,303;902,302;903,302;903,301;905,300;905,298;906,296;906,294;906,292;906,291;906,289;906,287;906,285;905,284;905,282;905,281;905,278;904,275;903,274;903,272;902,272;901,270;900,268;899,267;899,266;898,264;897,264;897,262;896,261;895,260;894,259;894,258;893,258;893,257;892,256;891,256;891,255;890,254;889,254;888,253;887,252;886,252;885,251;884,251;883,250;880,249;877,248;876,247;874,246;873,246;872,246;871,246;870,246;866,246;865,246;863,246;861,246;858,248;853,251;851,252;850,253;848,254;847,255;846,256;845,256;844,258;843,258;842,259;841,260;840,260;839,261;838,262;835,265;834,266;832,268;831,268;831,269;828,270;825,275;824,276;824,277;823,277;823,279;823,280;823,282;823,283;823,284;823,285;823,286;823,287;823,288;822,289;821,291;821,294;820,294;819,296;819,297;817,298;817,299;817,300;816,300;815,301;815,302;815,304;814,304;813,305;813,306;814,306;814,307;814,308;815,308;815,309;815,310;816,311;816,312;817,315;817,316;817,317;817,318;818,318;818,319;818,320;819,320;819,321;819,322;819,323;820,323;820,324;820,325;820,326;821,326;821,327;821,328;821,329;821,330;821,331;821,332;821,333;822,334;822,338;822,339;822,341;822,343;822,344;822,346;823,348;823,351;824,352;824,353;827,355;830,357;831,358;832,359;833,360;835,362;836,364;837,364;839,366;841,366;846,366;849,366;853,367;854,367;855,367;858,369;860,370;865,370;867,370;871,369;873,369;876,368;877,368;877,369;877,370;877,372;
Stroma; POLYGON; 128, 128, 128; 400,277;399,277;398,278;397,278;395,280;392,281;389,283;387,284;371,293;360,298;353,302;351,304;347,306;340,310;333,316;331,318;327,321;325,324;321,326;319,328;316,331;314,333;312,335;299,346;285,356;281,360;277,364;271,368;267,372;265,374;264,375;259,380;253,389;251,391;250,394;248,396;247,398;246,400;245,402;245,403;245,404;245,405;245,407;245,408;245,409;245,410;249,413;250,414;251,414;251,415;253,416;255,416;256,416;257,416;259,416;261,416;263,416;265,416;267,417;268,417;272,416;274,416;276,416;277,415;279,414;281,414;282,414;283,414;284,414;287,414;293,413;295,412;297,411;298,410;302,410;304,410;305,410;307,410;308,410;309,409;310,409;311,409;312,409;313,409;314,409;315,409;316,409;323,408;335,405;338,405;339,405;341,405;344,404;347,404;349,404;351,403;355,402;357,402;359,401;361,400;375,397;383,397;385,397;387,397;389,397;391,397;393,397;395,397;396,397;397,396;400,396;401,396;403,395;415,392;420,389;422,388;425,386;431,383;437,380;441,376;446,372;449,368;451,366;453,364;461,350;467,332;467,328;465,324;463,318;461,317;461,315;457,308;454,304;451,302;450,300;449,299;440,294;429,290;425,289;421,288;417,287;413,286;409,286;407,286;405,286;401,287;397,288;394,290;392,294;391,296;
Stroma; POLYGON; 128, 128, 128; 577,230;570,231;562,232;554,234;545,236;537,239;530,242;516,248;509,250;506,252;502,253;487,260;470,271;467,274;466,277;465,278;465,280;465,284;465,285;465,288;465,290;466,292;469,296;472,299;473,300;475,302;476,303;477,304;477,305;479,308;482,310;484,310;486,310;488,310;490,310;491,310;493,310;493,311;495,311;497,311;498,311;502,310;504,310;505,310;506,310;505,310;506,309;507,309;507,308;508,308;509,307;511,305;512,304;513,304;513,303;514,303;516,303;517,302;518,302;519,302;520,302;521,301;523,300;525,299;527,298;528,298;529,296;530,295;531,294;531,293;531,292;531,291;532,291;533,291;534,291;535,291;536,291;537,291;541,291;550,291;551,292;553,293;553,294;555,294;555,296;556,296;557,298;559,298;563,298;567,297;568,297;574,296;585,290;587,288;589,286;593,281;595,278;597,274;599,269;603,262;607,259;613,254;615,252;616,250;617,248;617,245;617,244;615,238;601,230;595,228;588,226;580,225;574,224;569,224;563,224;559,224;557,225;557,226;557,229;
Stroma; POLYGON; 128, 128, 128; 703,200;701,200;699,200;697,200;692,200;689,200;672,202;665,202;662,202;659,202;655,203;652,204;649,204;646,204;639,206;633,208;631,210;628,211;625,213;623,214;620,216;617,218;611,226;603,242;603,245;603,248;603,252;603,255;607,264;609,267;613,270;616,273;617,274;619,276;625,281;627,283;629,285;631,287;632,289;633,291;635,294;638,296;641,299;641,300;643,302;647,306;648,308;649,309;649,310;652,313;662,322;667,323;670,324;672,326;674,327;676,328;678,330;679,331;681,332;683,334;686,334;688,334;693,335;697,336;699,336;704,339;712,341;715,341;717,341;720,342;721,342;721,343;722,343;722,344;723,344;724,344;725,344;725,345;728,347;733,349;735,350;735,351;736,351;736,352;737,352;739,354;740,355;741,356;742,356;743,356;744,357;745,357;745,358;746,358;747,358;749,358;750,358;751,358;753,358;753,359;755,359;756,360;757,360;758,360;759,360;761,361;763,361;764,361;767,361;768,360;769,360;769,359;770,359;771,358;772,358;772,357;772,356;772,354;772,353;772,352;772,351;771,350;771,349;771,348;770,348;770,347;769,346;768,345;767,343;766,343;766,342;765,342;765,341;765,340;765,339;765,338;765,337;765,336;765,335;765,334;766,334;766,333;767,333;767,332;768,332;769,332;770,332;771,332;772,332;773,332;774,332;775,332;776,332;777,331;777,330;777,329;777,327;777,326;777,325;777,324;777,323;777,322;776,322;776,321;775,321;775,320;775,319;774,319;773,319;773,318;772,318;771,318;770,318;769,318;767,317;765,317;764,317;763,317;763,316;761,316;761,315;761,314;760,314;760,313;760,312;759,312;759,311;759,310;759,309;759,308;760,308;761,306;761,305;761,304;762,304;762,303;762,302;763,301;763,300;763,299;763,298;763,297;764,294;764,293;765,290;767,284;768,283;769,282;770,281;770,280;771,280;772,279;773,278;774,277;775,276;776,274;777,273;779,269;779,268;780,266;781,264;781,263;783,260;785,256;787,252;788,250;789,248;789,246;789,244;789,243;789,242;788,240;788,239;788,238;788,236;788,234;788,233;788,232;788,231;788,230;788,229;788,228;787,224;785,219;783,216;782,214;781,213;780,211;778,209;777,208;776,206;774,203;773,202;771,200;771,199;769,198;763,192;745,185;743,184;738,184;735,183;733,182;728,182;726,182;724,182;722,182;720,182;715,184;711,186;709,187;706,189;701,192;699,193;697,195;695,197;
Stroma; POLYGON; 128, 128, 128; 832,274;831,274;830,274;829,274;828,274;827,274;826,274;825,274;823,273;823,272;821,272;820,272;819,272;814,274;813,276;812,276;811,279;810,280;809,282;809,283;809,284;808,284;808,285;808,286;807,288;807,290;808,290;809,292;810,292;813,294;814,294;819,296;821,296;824,296;827,295;830,294;833,293;835,292;836,292;837,291;837,290;837,289;837,288;838,288;838,287;
Stroma; POLYGON; 128, 128, 128; 831,279;832,278;833,278;833,277;834,276;835,276;835,275;836,274;836,273;836,272;836,271;835,268;835,267;834,266;833,266;833,265;833,264;832,264;831,263;831,262;829,262;829,261;827,260;825,259;825,258;823,258;822,258;821,257;820,257;820,256;819,256;818,256;817,256;816,256;815,256;814,255;813,255;811,255;809,255;808,255;807,255;803,256;802,256;801,256;799,256;798,255;797,255;797,254;795,254;795,253;794,252;793,252;791,251;790,250;789,249;788,248;787,247;786,246;785,245;784,244;783,243;783,242;781,238;783,224;784,222;786,220;787,220;790,216;793,214;797,212;799,212;800,212;803,211;821,211;824,212;825,212;827,212;828,212;829,212;832,214;835,214;836,215;837,216;841,216;842,217;843,218;846,219;848,220;849,220;851,221;853,222;854,222;857,224;857,225;858,226;859,226;865,230;869,233;871,234;871,236;871,237;871,238;871,240;870,241;869,242;869,244;868,247;867,249;867,250;867,252;866,254;866,256;865,259;864,261;863,263;863,264;863,265;862,266;859,271;858,272;856,273;854,274;851,276;849,278;848,280;845,283;845,284;
Stroma; POLYGON; 128, 128, 128; 921,374;921,373;921,372;922,369;923,366;924,364;924,363;925,362;925,358;923,356;922,352;921,350;919,342;918,340;917,334;917,326;917,324;917,322;915,314;905,300;901,296;899,293;898,290;897,288;897,287;896,285;895,284;894,284;893,283;891,282;888,282;885,282;881,282;876,284;875,284;871,285;869,286;865,288;864,288;858,293;849,300;847,302;844,304;841,306;839,307;837,309;835,310;833,312;833,314;832,316;832,318;831,321;831,323;829,327;829,329;828,331;827,332;827,336;827,338;827,340;829,343;832,346;833,347;835,348;836,350;838,352;838,353;839,354;840,356;841,357;843,358;845,358;846,359;851,359;852,359;853,360;856,360;857,360;859,361;861,362;864,363;865,364;867,364;873,367;875,369;877,370;881,372;895,377;897,378;900,380;901,382;902,383;903,384;904,387;905,388;
Stroma; POLYGON; 128, 128, 128; 941,386;941,385;941,384;941,383;941,382;940,382;939,380;938,378;937,378;937,377;936,377;936,376;936,375;936,374;936,372;935,371;935,370;935,369;935,368;935,367;935,366;935,365;935,364;935,363;935,362;935,361;935,360;935,359;935,358;935,357;935,356;935,355;935,354;935,352;935,350;935,349;935,348;936,348;936,347;937,346;937,345;938,345;938,344;939,344;940,344;941,344;943,344;945,344;948,345;949,345;950,345;951,345;951,346;953,346;954,348;955,349;959,353;959,354;961,355;963,359;963,360;963,362;963,363;964,363;965,363;966,364;967,364;971,366;971,367;972,367;974,369;982,371;984,372;991,376;992,376;993,374;993,373;994,366;994,364;995,357;994,346;993,344;993,342;993,340;993,337;993,335;993,333;993,331;993,330;993,329;993,328;993,326;993,324;992,322;991,321;991,318;987,312;986,312;985,312;985,311;984,311;983,310;982,309;981,309;980,308;979,307;979,306;978,306;977,306;977,305;974,304;971,303;971,302;967,302;961,300;960,300;959,300;958,300;957,299;955,299;954,299;953,298;952,298;951,298;949,297;947,296;946,296;945,296;945,295;943,294;942,294;941,294;939,292;938,292;937,292;935,289;933,284;932,283;931,282;931,281;931,280;930,279;929,278;929,276;928,275;927,274;927,272;925,272;925,270;923,269;922,268;921,267;920,266;916,265;915,264;913,264;911,264;910,264;909,264;907,264;905,264;904,264;903,265;901,266;900,267;893,272;891,274;889,276;884,280;882,282;881,284;877,288;875,292;874,296;873,298;873,300;871,304;871,305;871,308;870,320;870,324;871,327;871,329;871,331;872,332;873,334;874,336;875,339;876,341;876,342;877,342;880,348;881,349;882,350;883,351;884,352;886,353;887,354;888,354;888,355;889,355;889,356;890,356;890,357;891,357;892,357;893,358;894,359;895,360;897,362;900,365;901,368;902,369;903,370;905,374;906,376;907,376;908,378;909,379;909,380;909,382;910,382;910,383;911,383;911,384;912,384;913,384;914,384;915,384;916,384;918,384;919,384;920,385;922,385;925,386;926,386;927,386;930,387;933,388;933,389;934,389;934,390;
